meanAge,position.longitude,precipitation,position.x,position.y,year,position.latitude,temperature,nTrees,meanHeight,step,replicate
64.0,-119.3629,552.7753,0.1020,0.9000,2087,35.8930,314.8905,10,50.4673,63,0
64.0,-118.7657,398.2332,0.4898,0.9000,2087,35.8930,314.2297,10,23.9988,63,0
64.0,-118.1371,263.6821,0.8980,0.9000,2087,35.8930,315.5615,10,0.3041,63,0
64.0,-119.3629,539.2610,0.1020,0.5000,2087,36.2650,303.5984,10,63.1621,63,0
64.0,-118.7657,375.8598,0.4898,0.5000,2087,36.2650,303.4736,10,27.7547,63,0
64.0,-118.1371,321.8619,0.8980,0.5000,2087,36.2650,303.2246,10,0.6869,63,0
64.0,-119.3629,583.0977,0.1020,0.1000,2087,36.6370,291.1018,10,55.8079,63,0
64.0,-118.7657,396.5647,0.4898,0.1000,2087,36.6370,290.5148,10,28.1791,63,0
64.0,-118.1371,333.3684,0.8980,0.1000,2087,36.6370,291.4661,10,0.4756,63,0
65.0,-119.3629,454.6738,0.1020,0.9000,2088,35.8930,315.2474,10,51.1745,64,0
65.0,-118.7657,418.4387,0.4898,0.9000,2088,35.8930,315.5668,10,24.5519,64,0
65.0,-118.1371,311.4210,0.8980,0.9000,2088,35.8930,315.7344,10,0.3077,64,0
65.0,-119.3629,533.0901,0.1020,0.5000,2088,36.2650,304.1273,10,64.1378,64,0
65.0,-118.7657,424.0284,0.4898,0.5000,2088,36.2650,303.1812,10,28.5611,64,0
65.0,-118.1371,250.2403,0.8980,0.5000,2088,36.2650,302.8676,10,0.6870,64,0
65.0,-119.3629,495.9473,0.1020,0.1000,2088,36.6370,290.9378,10,56.6975,64,0
65.0,-118.7657,446.6296,0.4898,0.1000,2088,36.6370,291.3770,10,29.0491,64,0
65.0,-118.1371,300.9572,0.8980,0.1000,2088,36.6370,291.6487,10,0.4780,64,0
66.0,-119.3629,571.2719,0.1020,0.9000,2089,35.8930,315.1619,10,51.8904,65,0
66.0,-118.7657,366.4239,0.4898,0.9000,2089,35.8930,315.1712,10,24.6394,65,0
66.0,-118.1371,284.8815,0.8980,0.9000,2089,35.8930,314.9783,10,0.3085,65,0
66.0,-119.3629,481.6030,0.1020,0.5000,2089,36.2650,303.5652,10,65.0991,65,0
66.0,-118.7657,421.8406,0.4898,0.5000,2089,36.2650,303.8851,10,29.3505,65,0
66.0,-118.1371,327.5365,0.8980,0.5000,2089,36.2650,303.8141,10,0.6997,65,0
66.0,-119.3629,537.5123,0.1020,0.1000,2089,36.6370,291.1104,10,57.6117,65,0
66.0,-118.7657,387.7513,0.4898,0.1000,2089,36.6370,291.2386,10,29.3478,65,0
66.0,-118.1371,274.4890,0.8980,0.1000,2089,36.6370,291.6117,10,0.4785,65,0
67.0,-119.3629,566.3620,0.1020,0.9000,2090,35.8930,314.9526,10,52.6496,66,0
67.0,-118.7657,421.9115,0.4898,0.9000,2090,35.8930,314.5562,10,25.2393,66,0
67.0,-118.1371,349.3368,0.8980,0.9000,2090,35.8930,315.8912,10,0.3405,66,0
67.0,-119.3629,504.7273,0.1020,0.5000,2090,36.2650,304.0152,10,66.0661,66,0
67.0,-118.7657,379.2949,0.4898,0.5000,2090,36.2650,304.1487,10,29.5689,66,0
67.0,-118.1371,347.5281,0.8980,0.5000,2090,36.2650,303.0485,10,0.7409,66,0
67.0,-119.3629,537.3264,0.1020,0.1000,2090,36.6370,291.2441,10,58.5302,66,0
67.0,-118.7657,451.4080,0.4898,0.1000,2090,36.6370,291.7270,10,30.2489,66,0
67.0,-118.1371,328.9785,0.8980,0.1000,2090,36.6370,291.6350,10,0.4916,66,0
68.0,-119.3629,538.8756,0.1020,0.9000,2091,35.8930,315.1140,10,53.3948,67,0
68.0,-118.7657,352.3829,0.4898,0.9000,2091,35.8930,315.8898,10,25.2791,67,0
68.0,-118.1371,315.0051,0.8980,0.9000,2091,35.8930,315.9038,10,0.3448,67,0
68.0,-119.3629,555.5177,0.1020,0.5000,2091,36.2650,303.4953,10,67.0613,67,0
68.0,-118.7657,380.4205,0.4898,0.5000,2091,36.2650,303.2868,10,29.8007,67,0
68.0,-118.1371,253.9531,0.8980,0.5000,2091,36.2650,303.3150,10,0.7411,67,0
68.0,-119.3629,543.3280,0.1020,0.1000,2091,36.6370,291.7864,10,59.4724,67,0
68.0,-118.7657,388.0598,0.4898,0.1000,2091,36.6370,291.9783,10,30.5545,67,0
68.0,-118.1371,303.5249,0.8980,0.1000,2091,36.6370,291.7162,10,0.4944,67,0
69.0,-119.3629,552.1815,0.1020,0.9000,2092,35.8930,315.2313,10,54.1348,68,0
69.0,-118.7657,389.5366,0.4898,0.9000,2092,35.8930,315.4435,10,25.5393,68,0
69.0,-118.1371,280.2201,0.8980,0.9000,2092,35.8930,315.1414,10,0.3454,68,0
69.0,-119.3629,517.6784,0.1020,0.5000,2092,36.2650,303.4346,10,68.0522,68,0
69.0,-118.7657,308.3600,0.4898,0.5000,2092,36.2650,303.6867,10,29.8048,68,0
69.0,-118.1371,330.6798,0.8980,0.5000,2092,36.2650,302.8508,10,0.7561,68,0
69.0,-119.3629,463.4518,0.1020,0.1000,2092,36.6370,291.1417,10,60.3294,68,0
69.0,-118.7657,383.6881,0.4898,0.1000,2092,36.6370,291.7824,10,30.8074,68,0
69.0,-118.1371,288.7528,0.8980,0.1000,2092,36.6370,291.7324,10,0.4956,68,0
70.0,-119.3629,515.1595,0.1020,0.9000,2093,35.8930,315.2862,10,54.8603,69,0
70.0,-118.7657,396.9616,0.4898,0.9000,2093,35.8930,314.9205,10,25.8795,69,0
70.0,-118.1371,217.3313,0.8980,0.9000,2093,35.8930,315.5862,10,0.3454,69,0
70.0,-119.3629,535.7416,0.1020,0.5000,2093,36.2650,303.8126,10,69.0269,69,0
70.0,-118.7657,380.6059,0.4898,0.5000,2093,36.2650,303.3859,10,30.0425,69,0
70.0,-118.1371,298.0386,0.8980,0.5000,2093,36.2650,303.5237,10,0.7582,69,0
70.0,-119.3629,481.8775,0.1020,0.1000,2093,36.6370,292.2601,10,61.2765,69,0
70.0,-118.7657,416.7808,0.4898,0.1000,2093,36.6370,291.4776,10,31.4713,69,0
70.0,-118.1371,280.1340,0.8980,0.1000,2093,36.6370,291.7173,10,0.4962,69,0
71.0,-119.3629,605.3932,0.1020,0.9000,2094,35.8930,315.2759,10,55.5995,70,0
71.0,-118.7657,462.3533,0.4898,0.9000,2094,35.8930,315.5546,10,26.5940,70,0
71.0,-118.1371,283.1129,0.8980,0.9000,2094,35.8930,314.8793,10,0.3461,70,0
71.0,-119.3629,537.5265,0.1020,0.5000,2094,36.2650,302.8864,10,69.9974,70,0
71.0,-118.7657,416.7961,0.4898,0.5000,2094,36.2650,303.2282,10,30.7779,70,0
71.0,-118.1371,380.6681,0.8980,0.5000,2094,36.2650,303.6998,10,0.9910,70,0
71.0,-119.3629,560.9275,0.1020,0.1000,2094,36.6370,291.0139,10,62.1782,70,0
71.0,-118.7657,440.4488,0.4898,0.1000,2094,36.6370,291.2538,10,32.2928,70,0
71.0,-118.1371,236.3594,0.8980,0.1000,2094,36.6370,291.5809,10,0.4963,70,0
72.0,-119.3629,530.5127,0.1020,0.9000,2095,35.8930,316.2833,10,56.3025,71,0
72.0,-118.7657,381.3968,0.4898,0.9000,2095,35.8930,315.5694,10,26.7766,71,0
72.0,-118.1371,402.3769,0.8980,0.9000,2095,35.8930,315.3521,10,0.7344,71,0
72.0,-119.3629,494.1905,0.1020,0.5000,2095,36.2650,303.7656,10,70.9807,71,0
72.0,-118.7657,372.0643,0.4898,0.5000,2095,36.2650,303.8354,10,30.9366,71,0
72.0,-118.1371,330.5010,0.8980,0.5000,2095,36.2650,303.2689,10,1.0062,71,0
72.0,-119.3629,561.4617,0.1020,0.1000,2095,36.6370,291.9509,10,63.0948,71,0
72.0,-118.7657,395.8350,0.4898,0.1000,2095,36.6370,292.7237,10,32.7011,71,0
72.0,-118.1371,257.5099,0.8980,0.1000,2095,36.6370,291.6404,10,0.4965,71,0
73.0,-119.3629,492.8627,0.1020,0.9000,2096,35.8930,316.1949,10,57.0186,72,0
73.0,-118.7657,427.3764,0.4898,0.9000,2096,35.8930,316.0950,10,27.3762,72,0
73.0,-118.1371,283.5301,0.8980,0.9000,2096,35.8930,316.2971,10,0.7351,72,0
73.0,-119.3629,446.4765,0.1020,0.5000,2096,36.2650,303.1063,10,71.9115,72,0
73.0,-118.7657,343.0203,0.4898,0.5000,2096,36.2650,303.9948,10,30.9674,72,0
73.0,-118.1371,265.8576,0.8980,0.5000,2096,36.2650,303.8723,10,1.0065,72,0
73.0,-119.3629,480.6666,0.1020,0.1000,2096,36.6370,291.3782,10,63.9929,72,0
73.0,-118.7657,390.4853,0.4898,0.1000,2096,36.6370,292.4463,10,33.0323,72,0
73.0,-118.1371,318.3284,0.8980,0.1000,2096,36.6370,291.9564,10,0.5033,72,0
74.0,-119.3629,520.0008,0.1020,0.9000,2097,35.8930,315.9366,10,57.7246,73,0
74.0,-118.7657,458.7724,0.4898,0.9000,2097,35.8930,314.9598,10,28.1224,73,0
74.0,-118.1371,301.2963,0.8980,0.9000,2097,35.8930,315.4842,10,0.7371,73,0
74.0,-119.3629,521.5622,0.1020,0.5000,2097,36.2650,304.1802,10,72.9015,73,0
74.0,-118.7657,416.0581,0.4898,0.5000,2097,36.2650,302.9088,10,31.6787,73,0
74.0,-118.1371,284.8166,0.8980,0.5000,2097,36.2650,303.8777,10,1.0075,73,0
74.0,-119.3629,499.4686,0.1020,0.1000,2097,36.6370,291.8396,10,64.8806,73,0
74.0,-118.7657,421.2700,0.4898,0.1000,2097,36.6370,291.6955,10,33.7659,73,0
74.0,-118.1371,338.1670,0.8980,0.1000,2097,36.6370,291.3403,10,0.5251,73,0
75.0,-119.3629,562.2028,0.1020,0.9000,2098,35.8930,315.4936,10,58.4511,74,0
75.0,-118.7657,403.1304,0.4898,0.9000,2098,35.8930,315.4585,10,28.5191,74,0
75.0,-118.1371,314.7874,0.8980,0.9000,2098,35.8930,316.3448,10,0.7413,74,0
75.0,-119.3629,475.0658,0.1020,0.5000,2098,36.2650,302.8682,10,73.9016,74,0
75.0,-118.7657,400.5956,0.4898,0.5000,2098,36.2650,303.0753,10,32.1817,74,0
75.0,-118.1371,337.0635,0.8980,0.5000,2098,36.2650,302.8766,10,1.0293,74,0
75.0,-119.3629,567.8532,0.1020,0.1000,2098,36.6370,291.5136,10,65.7890,74,0
75.0,-118.7657,397.9561,0.4898,0.1000,2098,36.6370,292.0445,10,34.1912,74,0
75.0,-118.1371,312.7708,0.8980,0.1000,2098,36.6370,291.9011,10,0.5300,74,0
76.0,-119.3629,552.5849,0.1020,0.9000,2099,35.8930,315.8060,10,59.1826,75,0
76.0,-118.7657,403.5501,0.4898,0.9000,2099,35.8930,315.9638,10,28.9140,75,0
76.0,-118.1371,245.5546,0.8980,0.9000,2099,35.8930,315.3758,10,0.7414,75,0
76.0,-119.3629,553.7453,0.1020,0.5000,2099,36.2650,303.7049,10,74.8707,75,0
76.0,-118.7657,439.8047,0.4898,0.5000,2099,36.2650,303.6350,10,33.0903,75,0
76.0,-118.1371,288.8925,0.8980,0.5000,2099,36.2650,303.9858,10,1.0306,75,0
76.0,-119.3629,567.7197,0.1020,0.1000,2099,36.6370,292.0652,10,66.7073,75,0
76.0,-118.7657,387.9277,0.4898,0.1000,2099,36.6370,292.6727,10,34.4968,75,0
76.0,-118.1371,217.2419,0.8980,0.1000,2099,36.6370,292.3720,10,0.5301,75,0
77.0,-119.3629,435.3584,0.1020,0.9000,2100,35.8930,316.5654,10,59.8098,76,0
77.0,-118.7657,412.6997,0.4898,0.9000,2100,35.8930,315.4493,10,29.4122,76,0
77.0,-118.1371,355.1915,0.8980,0.9000,2100,35.8930,315.0824,10,0.7889,76,0
77.0,-119.3629,467.6471,0.1020,0.5000,2100,36.2650,303.5651,10,75.8327,76,0
77.0,-118.7657,413.3734,0.4898,0.5000,2100,36.2650,303.3708,10,33.7748,76,0
77.0,-118.1371,294.4359,0.8980,0.5000,2100,36.2650,304.1195,10,1.0323,76,0
77.0,-119.3629,560.2481,0.1020,0.1000,2100,36.6370,291.8624,10,67.6217,76,0
77.0,-118.7657,408.8990,0.4898,0.1000,2100,36.6370,291.6497,10,35.0718,76,0
77.0,-118.1371,281.9775,0.8980,0.1000,2100,36.6370,291.8166,10,0.5309,76,0
78.0,-119.3629,559.4071,0.1020,0.9000,2101,35.8930,316.1253,10,60.5125,77,0
78.0,-118.7657,382.1792,0.4898,0.9000,2101,35.8930,315.7244,10,29.5958,77,0
78.0,-118.1371,242.4114,0.8980,0.9000,2101,35.8930,316.2129,10,0.7890,77,0
78.0,-119.3629,490.2077,0.1020,0.5000,2101,36.2650,303.3885,10,76.8240,77,0
78.0,-118.7657,377.8740,0.4898,0.5000,2101,36.2650,304.1491,10,33.9807,77,0
78.0,-118.1371,263.8712,0.8980,0.5000,2101,36.2650,303.5209,10,1.0326,77,0
78.0,-119.3629,516.6788,0.1020,0.1000,2101,36.6370,291.4385,10,68.5482,77,0
78.0,-118.7657,408.1650,0.4898,0.1000,2101,36.6370,292.1878,10,35.6312,77,0
78.0,-118.1371,258.9444,0.8980,0.1000,2101,36.6370,291.8267,10,0.5310,77,0
79.0,-119.3629,511.1588,0.1020,0.9000,2102,35.8930,315.6613,10,61.2510,78,0
79.0,-118.7657,457.8324,0.4898,0.9000,2102,35.8930,315.5269,10,30.3087,78,0
79.0,-118.1371,288.4533,0.8980,0.9000,2102,35.8930,315.8514,10,0.7899,78,0
79.0,-119.3629,552.4839,0.1020,0.5000,2102,36.2650,303.9607,10,77.8121,78,0
79.0,-118.7657,411.0572,0.4898,0.5000,2102,36.2650,304.5826,10,34.6245,78,0
79.0,-118.1371,332.1709,0.8980,0.5000,2102,36.2650,303.7514,10,1.0486,78,0
79.0,-119.3629,542.1574,0.1020,0.1000,2102,36.6370,291.7222,10,69.4919,78,0
79.0,-118.7657,338.5852,0.4898,0.1000,2102,36.6370,291.9021,10,35.6540,78,0
79.0,-118.1371,248.8931,0.8980,0.1000,2102,36.6370,292.3199,10,0.5312,78,0
80.0,-119.3629,548.3368,0.1020,0.9000,2103,35.8930,315.9384,10,61.9778,79,0
80.0,-118.7657,404.1025,0.4898,0.9000,2103,35.8930,316.0810,10,30.7042,79,0
80.0,-118.1371,307.6762,0.8980,0.9000,2103,35.8930,315.9135,10,0.7927,79,0
80.0,-119.3629,461.6620,0.1020,0.5000,2103,36.2650,303.2514,10,78.7747,79,0
80.0,-118.7657,367.5748,0.4898,0.5000,2103,36.2650,304.2039,10,34.7455,79,0
80.0,-118.1371,301.8512,0.8980,0.5000,2103,36.2650,303.5505,10,1.0513,79,0
80.0,-119.3629,579.0753,0.1020,0.1000,2103,36.6370,292.1428,10,70.4102,79,0
80.0,-118.7657,422.4539,0.4898,0.1000,2103,36.6370,292.1838,10,36.3771,79,0
80.0,-118.1371,248.2518,0.8980,0.1000,2103,36.6370,291.6454,10,0.5313,79,0
81.0,-119.3629,552.6709,0.1020,0.9000,2104,35.8930,316.0924,10,62.6719,80,0
81.0,-118.7657,446.2881,0.4898,0.9000,2104,35.8930,315.7048,10,31.3862,80,0
81.0,-118.1371,176.9598,0.8980,0.9000,2104,35.8930,315.9033,10,0.7927,80,0
81.0,-119.3629,577.7136,0.1020,0.5000,2104,36.2650,304.6236,10,79.7267,80,0
81.0,-118.7657,370.7826,0.4898,0.5000,2104,36.2650,303.9283,10,34.8899,80,0
81.0,-118.1371,233.7435,0.8980,0.5000,2104,36.2650,303.8463,10,1.0513,80,0
81.0,-119.3629,502.7624,0.1020,0.1000,2104,36.6370,291.7269,10,71.3238,80,0
81.0,-118.7657,332.4013,0.4898,0.1000,2104,36.6370,292.1287,10,36.3931,80,0
81.0,-118.1371,282.0095,0.8980,0.1000,2104,36.6370,292.3407,10,0.5320,80,0
82.0,-119.3629,555.9735,0.1020,0.9000,2105,35.8930,316.3522,10,63.3805,81,0
82.0,-118.7657,373.7569,0.4898,0.9000,2105,35.8930,315.9006,10,31.5095,81,0
82.0,-118.1371,182.6610,0.8980,0.9000,2105,35.8930,315.8676,10,0.7927,81,0
82.0,-119.3629,523.8032,0.1020,0.5000,2105,36.2650,304.1325,10,80.7242,81,0
82.0,-118.7657,441.6163,0.4898,0.5000,2105,36.2650,303.9265,10,35.7814,81,0
82.0,-118.1371,325.1916,0.8980,0.5000,2105,36.2650,303.9978,10,1.0620,81,0
82.0,-119.3629,542.1894,0.1020,0.1000,2105,36.6370,292.4005,10,72.2539,81,0
82.0,-118.7657,364.1956,0.4898,0.1000,2105,36.6370,292.0198,10,36.4878,81,0
82.0,-118.1371,279.7161,0.8980,0.1000,2105,36.6370,292.3425,10,0.5327,81,0
83.0,-119.3629,474.4534,0.1020,0.9000,2106,35.8930,315.9151,10,64.0948,82,0
83.0,-118.7657,414.4534,0.4898,0.9000,2106,35.8930,316.0851,10,31.9999,82,0
83.0,-118.1371,342.0619,0.8980,0.9000,2106,35.8930,315.9168,10,0.8141,82,0
83.0,-119.3629,485.1935,0.1020,0.5000,2106,36.2650,303.6525,10,81.7126,82,0
83.0,-118.7657,427.3062,0.4898,0.5000,2106,36.2650,304.2550,10,36.5972,82,0
83.0,-118.1371,222.0528,0.8980,0.5000,2106,36.2650,303.9321,10,1.0621,82,0
83.0,-119.3629,546.6924,0.1020,0.1000,2106,36.6370,292.1220,10,73.1862,82,0
83.0,-118.7657,392.0097,0.4898,0.1000,2106,36.6370,292.0918,10,36.8475,82,0
83.0,-118.1371,277.6607,0.8980,0.1000,2106,36.6370,291.7658,10,0.5333,82,0
84.0,-119.3629,548.8403,0.1020,0.9000,2107,35.8930,316.6640,10,64.7829,83,0
84.0,-118.7657,451.0855,0.4898,0.9000,2107,35.8930,316.0943,10,32.6862,83,0
84.0,-118.1371,335.0578,0.8980,0.9000,2107,35.8930,316.4791,10,0.8282,83,0
84.0,-119.3629,497.1954,0.1020,0.5000,2107,36.2650,303.7498,10,82.7091,83,0
84.0,-118.7657,382.7856,0.4898,0.5000,2107,36.2650,304.4787,10,36.8495,83,0
84.0,-118.1371,274.8385,0.8980,0.5000,2107,36.2650,304.3222,10,1.0626,83,0
84.0,-119.3629,578.3617,0.1020,0.1000,2107,36.6370,292.5064,10,74.1315,83,0
84.0,-118.7657,414.4628,0.4898,0.1000,2107,36.6370,292.5011,10,37.5044,83,0
84.0,-118.1371,264.4197,0.8980,0.1000,2107,36.6370,291.9993,10,0.5336,83,0
85.0,-119.3629,477.2602,0.1020,0.9000,2108,35.8930,316.6937,10,65.4686,84,0
85.0,-118.7657,408.6659,0.4898,0.9000,2108,35.8930,315.6249,10,33.1378,84,0
85.0,-118.1371,213.2163,0.8980,0.9000,2108,35.8930,315.8508,10,0.8282,84,0
85.0,-119.3629,549.0460,0.1020,0.5000,2108,36.2650,303.5673,10,83.7157,84,0
85.0,-118.7657,399.7987,0.4898,0.5000,2108,36.2650,304.2604,10,37.3269,84,0
85.0,-118.1371,268.8948,0.8980,0.5000,2108,36.2650,304.2027,10,1.0630,84,0
85.0,-119.3629,488.9400,0.1020,0.1000,2108,36.6370,291.2793,10,75.0462,84,0
85.0,-118.7657,380.7713,0.4898,0.1000,2108,36.6370,292.9385,10,37.7317,84,0
85.0,-118.1371,212.1479,0.8980,0.1000,2108,36.6370,292.3728,10,0.5336,84,0
86.0,-119.3629,527.3359,0.1020,0.9000,2109,35.8930,316.3153,10,66.1775,85,0
86.0,-118.7657,405.4628,0.4898,0.9000,2109,35.8930,315.8991,10,33.5684,85,0
86.0,-118.1371,261.7222,0.8980,0.9000,2109,35.8930,315.7985,10,0.8284,85,0
86.0,-119.3629,541.3931,0.1020,0.5000,2109,36.2650,304.5039,10,84.6872,85,0
86.0,-118.7657,465.4473,0.4898,0.5000,2109,36.2650,303.9388,10,38.3092,85,0
86.0,-118.1371,279.0342,0.8980,0.5000,2109,36.2650,304.6386,10,1.0636,85,0
86.0,-119.3629,492.7807,0.1020,0.1000,2109,36.6370,292.9802,10,75.9797,85,0
86.0,-118.7657,366.8027,0.4898,0.1000,2109,36.6370,292.2276,10,37.8432,85,0
86.0,-118.1371,301.4503,0.8980,0.1000,2109,36.6370,292.1405,10,0.5361,85,0
87.0,-119.3629,499.7482,0.1020,0.9000,2110,35.8930,315.7667,10,66.8742,86,0
87.0,-118.7657,466.1950,0.4898,0.9000,2110,35.8930,315.7936,10,34.2756,86,0
87.0,-118.1371,315.0024,0.8980,0.9000,2110,35.8930,317.2529,10,0.8324,86,0
87.0,-119.3629,569.8368,0.1020,0.5000,2110,36.2650,304.2673,10,85.6857,86,0
87.0,-118.7657,391.1118,0.4898,0.5000,2110,36.2650,304.1157,10,38.6658,86,0
87.0,-118.1371,319.6784,0.8980,0.5000,2110,36.2650,304.3913,10,1.0715,86,0
87.0,-119.3629,535.8508,0.1020,0.1000,2110,36.6370,291.7731,10,76.8910,86,0
87.0,-118.7657,327.6461,0.4898,0.1000,2110,36.6370,292.6421,10,37.8552,86,0
87.0,-118.1371,228.2015,0.8980,0.1000,2110,36.6370,292.4114,10,0.5362,86,0
88.0,-119.3629,480.9408,0.1020,0.9000,2111,35.8930,316.4617,10,67.5867,87,0
88.0,-118.7657,366.3725,0.4898,0.9000,2111,35.8930,316.8018,10,34.3560,87,0
88.0,-118.1371,279.9717,0.8980,0.9000,2111,35.8930,316.6108,10,0.8330,87,0
88.0,-119.3629,596.3340,0.1020,0.5000,2111,36.2650,305.1746,10,86.6593,87,0
88.0,-118.7657,393.0269,0.4898,0.5000,2111,36.2650,304.2636,10,39.0554,87,0
88.0,-118.1371,269.7798,0.8980,0.5000,2111,36.2650,304.7227,10,1.0719,87,0
88.0,-119.3629,506.3485,0.1020,0.1000,2111,36.6370,291.6418,10,77.7994,87,0
88.0,-118.7657,430.0290,0.4898,0.1000,2111,36.6370,292.2354,10,38.6727,87,0
88.0,-118.1371,243.7144,0.8980,0.1000,2111,36.6370,291.7075,10,0.5362,87,0
89.0,-119.3629,548.4718,0.1020,0.9000,2112,35.8930,316.3682,10,68.2769,88,0
89.0,-118.7657,442.6203,0.4898,0.9000,2112,35.8930,316.8286,10,35.0128,88,0
89.0,-118.1371,288.0429,0.8980,0.9000,2112,35.8930,316.2198,10,0.8338,88,0
89.0,-119.3629,527.0770,0.1020,0.5000,2112,36.2650,304.2348,10,87.6443,88,0
89.0,-118.7657,413.1306,0.4898,0.5000,2112,36.2650,304.2888,10,39.7435,88,0
89.0,-118.1371,289.3715,0.8980,0.5000,2112,36.2650,304.2647,10,1.0732,88,0
89.0,-119.3629,450.5802,0.1020,0.1000,2112,36.6370,292.8489,10,78.7070,88,0
89.0,-118.7657,480.7575,0.4898,0.1000,2112,36.6370,292.9813,10,39.6098,88,0
89.0,-118.1371,304.7883,0.8980,0.1000,2112,36.6370,291.2861,10,0.5392,88,0
90.0,-119.3629,558.8470,0.1020,0.9000,2113,35.8930,316.8850,10,68.9577,89,0
90.0,-118.7657,480.1448,0.4898,0.9000,2113,35.8930,315.9718,10,35.7336,89,0
90.0,-118.1371,308.6436,0.8980,0.9000,2113,35.8930,317.0711,10,0.8366,89,0
90.0,-119.3629,520.9311,0.1020,0.5000,2113,36.2650,303.5674,10,88.6361,89,0
90.0,-118.7657,411.9870,0.4898,0.5000,2113,36.2650,303.8788,10,40.4140,89,0
90.0,-118.1371,373.6692,0.8980,0.5000,2113,36.2650,304.3209,10,1.2411,89,0
90.0,-119.3629,560.2337,0.1020,0.1000,2113,36.6370,292.0659,10,79.6348,89,0
90.0,-118.7657,394.5341,0.4898,0.1000,2113,36.6370,292.6655,10,39.9957,89,0
90.0,-118.1371,272.2653,0.8980,0.1000,2113,36.6370,292.8466,10,0.5397,89,0
91.0,-119.3629,459.8589,0.1020,0.9000,2114,35.8930,316.3514,10,69.6779,90,0
91.0,-118.7657,442.1260,0.4898,0.9000,2114,35.8930,316.7306,10,36.3900,90,0
91.0,-118.1371,238.3775,0.8980,0.9000,2114,35.8930,315.8781,10,0.8366,90,0
91.0,-119.3629,495.9353,0.1020,0.5000,2114,36.2650,304.0865,10,89.6015,90,0
91.0,-118.7657,398.4383,0.4898,0.5000,2114,36.2650,304.7875,10,40.8903,90,0
91.0,-118.1371,308.2953,0.8980,0.5000,2114,36.2650,303.9363,10,1.2451,90,0
91.0,-119.3629,574.6614,0.1020,0.1000,2114,36.6370,292.9571,10,80.5765,90,0
91.0,-118.7657,355.2493,0.4898,0.1000,2114,36.6370,292.1061,10,40.0558,90,0
91.0,-118.1371,259.3826,0.8980,0.1000,2114,36.6370,293.1371,10,0.5399,90,0
92.0,-119.3629,421.4289,0.1020,0.9000,2115,35.8930,317.4329,10,70.2014,91,0
92.0,-118.7657,415.8457,0.4898,0.9000,2115,35.8930,315.7511,10,36.9245,91,0
92.0,-118.1371,239.2491,0.8980,0.9000,2115,35.8930,315.7919,10,0.8367,91,0
92.0,-119.3629,522.6723,0.1020,0.5000,2115,36.2650,305.4288,10,90.6016,91,0
92.0,-118.7657,398.9778,0.4898,0.5000,2115,36.2650,304.5723,10,41.3652,91,0
92.0,-118.1371,276.9624,0.8980,0.5000,2115,36.2650,304.8678,10,1.2457,91,0
92.0,-119.3629,569.7063,0.1020,0.1000,2115,36.6370,292.4105,10,81.5206,91,0
92.0,-118.7657,445.6511,0.4898,0.1000,2115,36.6370,292.4039,10,40.9456,91,0
92.0,-118.1371,281.4049,0.8980,0.1000,2115,36.6370,292.1859,10,0.5406,91,0
93.0,-119.3629,522.4031,0.1020,0.9000,2116,35.8930,317.0831,10,70.8771,92,0
93.0,-118.7657,475.5840,0.4898,0.9000,2116,35.8930,316.3931,10,37.6216,92,0
93.0,-118.1371,306.3801,0.8980,0.9000,2116,35.8930,315.8812,10,0.8392,92,0
93.0,-119.3629,555.8623,0.1020,0.5000,2116,36.2650,304.4702,10,91.5602,92,0
93.0,-118.7657,412.4786,0.4898,0.5000,2116,36.2650,304.1153,10,42.0371,92,0
93.0,-118.1371,245.7396,0.8980,0.5000,2116,36.2650,305.0595,10,1.2458,92,0
93.0,-119.3629,525.7907,0.1020,0.1000,2116,36.6370,292.6641,10,82.4602,92,0
93.0,-118.7657,406.5263,0.4898,0.1000,2116,36.6370,292.4669,10,41.5159,92,0
93.0,-118.1371,285.8580,0.8980,0.1000,2116,36.6370,292.5090,10,0.5416,92,0
94.0,-119.3629,559.5373,0.1020,0.9000,2117,35.8930,316.6409,10,71.5795,93,0
94.0,-118.7657,397.3533,0.4898,0.9000,2117,35.8930,316.6961,10,37.9473,93,0
94.0,-118.1371,347.4818,0.8980,0.9000,2117,35.8930,316.0668,10,0.8685,93,0
94.0,-119.3629,504.6321,0.1020,0.5000,2117,36.2650,304.0478,10,92.5284,93,0
94.0,-118.7657,388.2193,0.4898,0.5000,2117,36.2650,304.6521,10,42.3570,93,0
94.0,-118.1371,337.0691,0.8980,0.5000,2117,36.2650,304.1767,10,1.2673,93,0
94.0,-119.3629,516.5650,0.1020,0.1000,2117,36.6370,292.4697,10,83.4007,93,0
94.0,-118.7657,419.7317,0.4898,0.1000,2117,36.6370,292.8449,10,42.2267,93,0
94.0,-118.1371,201.9403,0.8980,0.1000,2117,36.6370,294.0665,10,0.5416,93,0
95.0,-119.3629,550.2533,0.1020,0.9000,2118,35.8930,317.0588,10,72.2470,94,0
95.0,-118.7657,358.9877,0.4898,0.9000,2118,35.8930,316.9965,10,38.0006,94,0
95.0,-118.1371,300.7924,0.8980,0.9000,2118,35.8930,315.6297,10,0.8704,94,0
95.0,-119.3629,535.7641,0.1020,0.5000,2118,36.2650,304.5290,10,93.5177,94,0
95.0,-118.7657,418.0038,0.4898,0.5000,2118,36.2650,304.7171,10,43.0698,94,0
